DESCRIPCIÓN DE LAS UNIDADES,Dólares de Estados Unidos por Euro,Yenes japoneses por Euro,Francos suizos por Euro,Libras esterlinas por Euro,Coronas checas por Euro,Coronas danesas por Euro,Forints húngaros por Euro,Zlotys polacos por Euro,Lei rumanos por Euro,Coronas suecas por Euro,Coronas noruegas por Euro,Liras turcas por Euro,Dólares australianos por Euro,Reales brasileños por Euro,Dólares canadienses por Euro,Yuans por Euro,Dólares de Hong Kong por Euro,Rupias indonesias por Euro,Rupias indias por euro,Wons surcoreanos por Euro,Pesos mejicanos por Euro,Dólares neozelandeses por Euro,Pesos filipinos por Euro,Dólares de Singapur por Euro
04 FEB 2019,"1,145 USD","125,770 JPY","1,142 CHF","0,877 GBP","25,728 CZK","7,465 DKK","317,800 HUF","4,282 PLN","4,756 RON","10,411 SEK","9,703 NOK","5,969 TRY","1,585 AUD","4,214 BRL","1,501 CAD","7,719 €","8,980 CNY","16.037,310 IDR","82,191 INR","1.282,530 KRW","21,938 MXN","1,663 NZD","60,043 PHP","1,549 SGD"
05 FEB 2019,"1,142 USD","125,590 JPY","1,144 CHF","0,878 GBP","25,697 CZK","7,465 DKK","317,410 HUF","4,287 PLN","4,746 RON","10,400 SEK","9,678 NOK","5,944 TRY","1,577 AUD","4,194 BRL","1,500 CAD","7,694 €","8,962 CNY","15.964,210 IDR","81,840 INR","1.276,750 KRW","21,741 MXN","1,656 NZD","59,743 PHP","1,545 SGD"
06 FEB 2019,"1,139 USD","125,050 JPY","1,139 CHF","0,879 GBP","25,781 CZK","7,465 DKK","318,630 HUF","4,292 PLN","4,743 RON","10,426 SEK","9,692 NOK","5,941 TRY","1,597 AUD","4,202 BRL","1,502 CAD","7,685 €","8,940 CNY","15.862,730 IDR","81,554 INR","1.277,090 KRW","21,762 MXN","1,662 NZD","59,665 PHP","1,542 SGD"
07 FEB 2019,"1,135 USD","124,410 JPY","1,136 CHF","0,878 GBP","25,809 CZK","7,464 DKK","319,290 HUF","4,302 PLN","4,740 RON","10,473 SEK","9,725 NOK","5,971 TRY","1,595 AUD","4,220 BRL","1,505 CAD","7,652 €","8,902 CNY","15.883,000 IDR","81,086 INR","1.276,310 KRW","21,739 MXN","1,678 NZD","59,231 PHP","1,539 SGD"
08 FEB 2019,"1,135 USD","124,570 JPY","1,136 CHF","0,875 GBP","25,806 CZK","7,463 DKK","318,330 HUF","4,306 PLN","4,749 RON","10,497 SEK","9,769 NOK","5,949 TRY","1,601 AUD","4,210 BRL","1,510 CAD","7,653 €","8,902 CNY","15.844,690 IDR","80,866 INR","1.273,960 KRW","21,603 MXN","1,681 NZD","59,149 PHP","1,538 SGD"
11 FEB 2019,"1,131 USD","124,630 JPY","1,135 CHF","0,876 GBP","25,836 CZK","7,464 DKK","319,660 HUF","4,316 PLN","4,741 RON","10,486 SEK","9,819 NOK","5,959 TRY","1,598 AUD","4,227 BRL","1,501 CAD","7,678 €","8,875 CNY","15.924,050 IDR","80,448 INR","1.272,600 KRW","21,591 MXN","1,677 NZD","58,974 PHP","1,536 SGD"
12 FEB 2019,"1,130 USD","124,700 JPY","1,138 CHF","0,877 GBP","25,871 CZK","7,462 DKK","317,790 HUF","4,326 PLN","4,741 RON","10,473 SEK","9,795 NOK","5,937 TRY","1,593 AUD","4,201 BRL","1,497 CAD","7,648 €","8,866 CNY","15.891,780 IDR","79,801 INR","1.269,230 KRW","21,739 MXN","1,677 NZD","58,858 PHP","1,533 SGD"
13 FEB 2019,"1,131 USD","125,190 JPY","1,137 CHF","0,876 GBP","25,795 CZK","7,462 DKK","318,230 HUF","4,329 PLN","4,743 RON","10,408 SEK","9,761 NOK","5,938 TRY","1,590 AUD","4,216 BRL","1,497 CAD","7,647 €","8,873 CNY","15.904,400 IDR","80,066 INR","1.270,000 KRW","21,879 MXN","1,660 NZD","58,969 PHP","1,534 SGD"
14 FEB 2019,"1,127 USD","125,120 JPY","1,137 CHF","0,879 GBP","25,790 CZK","7,462 DKK","319,070 HUF","4,338 PLN","4,744 RON","10,478 SEK","9,759 NOK","5,991 TRY","1,585 AUD","4,270 BRL","1,495 CAD","7,635 €","8,843 CNY","15.876,610 IDR","80,203 INR","1.270,390 KRW","21,913 MXN","1,649 NZD","58,992 PHP","1,531 SGD"
15 FEB 2019,"1,126 USD","124,450 JPY","1,134 CHF","0,879 GBP","25,709 CZK","7,461 DKK","318,210 HUF","4,331 PLN","4,741 RON","10,481 SEK","9,769 NOK","5,932 TRY","1,584 AUD","4,185 BRL","1,496 CAD","7,624 €","8,837 CNY","15.924,460 IDR","80,361 INR","1.269,320 KRW","21,765 MXN","1,643 NZD","59,036 PHP","1,529 SGD"
18 FEB 2019,"1,133 USD","125,230 JPY","1,136 CHF","0,876 GBP","25,715 CZK","7,462 DKK","318,010 HUF","4,329 PLN","4,741 RON","10,469 SEK","9,751 NOK","6,008 TRY","1,583 AUD","4,221 BRL","1,499 CAD","7,664 €","8,890 CNY","15.979,840 IDR","80,884 INR","1.275,310 KRW","21,805 MXN","1,647 NZD","59,325 PHP","1,536 SGD"
19 FEB 2019,"1,129 USD","125,090 JPY","1,135 CHF","0,872 GBP","25,717 CZK","7,462 DKK","318,460 HUF","4,335 PLN","4,749 RON","10,600 SEK","9,746 NOK","5,996 TRY","1,588 AUD","4,204 BRL","1,496 CAD","7,642 €","8,864 CNY","15.926,800 IDR","80,699 INR","1.273,500 KRW","21,704 MXN","1,655 NZD","58,970 PHP","1,532 SGD"
20 FEB 2019,"1,134 USD","125,610 JPY","1,134 CHF","0,869 GBP","25,679 CZK","7,461 DKK","317,330 HUF","4,345 PLN","4,757 RON","10,570 SEK","9,734 NOK","6,019 TRY","1,584 AUD","4,202 BRL","1,496 CAD","7,624 €","8,903 CNY","15.924,170 IDR","80,704 INR","1.273,470 KRW","21,730 MXN","1,651 NZD","59,003 PHP","1,533 SGD"
21 FEB 2019,"1,135 USD","125,700 JPY","1,137 CHF","0,868 GBP","25,648 CZK","7,462 DKK","317,240 HUF","4,335 PLN","4,757 RON","10,619 SEK","9,781 NOK","6,044 TRY","1,597 AUD","4,248 BRL","1,495 CAD","7,628 €","8,910 CNY","15.978,500 IDR","80,744 INR","1.277,610 KRW","21,817 MXN","1,665 NZD","59,193 PHP","1,535 SGD"
22 FEB 2019,"1,133 USD","125,560 JPY","1,135 CHF","0,873 GBP","25,667 CZK","7,462 DKK","318,030 HUF","4,337 PLN","4,761 RON","10,600 SEK","9,764 NOK","6,038 TRY","1,592 AUD","4,239 BRL","1,498 CAD","7,611 €","8,888 CNY","15.920,000 IDR","80,553 INR","1.273,200 KRW","21,781 MXN","1,664 NZD","59,052 PHP","1,532 SGD"
25 FEB 2019,"1,136 USD","125,750 JPY","1,135 CHF","0,868 GBP","25,653 CZK","7,462 DKK","317,620 HUF","4,336 PLN","4,764 RON","10,579 SEK","9,762 NOK","6,032 TRY","1,583 AUD","4,232 BRL","1,492 CAD","7,595 €","8,912 CNY","15.917,000 IDR","80,532 INR","1.269,190 KRW","21,642 MXN","1,647 NZD","58,906 PHP","1,532 SGD"
26 FEB 2019,"1,136 USD","125,930 JPY","1,137 CHF","0,861 GBP","25,663 CZK","7,462 DKK","317,060 HUF","4,328 PLN","4,763 RON","10,586 SEK","9,773 NOK","6,025 TRY","1,590 AUD","4,257 BRL","1,502 CAD","7,608 €","8,918 CNY","15.917,900 IDR","80,853 INR","1.270,000 KRW","21,715 MXN","1,652 NZD","59,144 PHP","1,533 SGD"
27 FEB 2019,"1,139 USD","125,900 JPY","1,135 CHF","0,855 GBP","25,661 CZK","7,461 DKK","316,390 HUF","4,315 PLN","4,739 RON","10,544 SEK","9,712 NOK","6,026 TRY","1,591 AUD","4,245 BRL","1,496 CAD","7,607 €","8,938 CNY","15.967,730 IDR","81,159 INR","1.273,470 KRW","21,815 MXN","1,658 NZD","58,981 PHP","1,535 SGD"
28 FEB 2019,"1,142 USD","126,440 JPY","1,134 CHF","0,858 GBP","25,601 CZK","7,461 DKK","315,960 HUF","4,309 PLN","4,743 RON","10,484 SEK","9,727 NOK","6,068 TRY","1,599 AUD","4,269 BRL","1,504 CAD","7,631 €","8,961 CNY","16.069,730 IDR","80,892 INR","1.281,070 KRW","21,907 MXN","1,669 NZD","58,999 PHP","1,539 SGD"
01 MAR 2019,"1,138 USD","127,350 JPY","1,136 CHF","0,860 GBP","25,636 CZK","7,461 DKK","316,060 HUF","4,310 PLN","4,743 RON","10,500 SEK","9,727 NOK","6,123 TRY","1,600 AUD","4,304 BRL","1,497 CAD","7,633 €","8,934 CNY","16.067,000 IDR","80,695 INR","1.282,120 KRW","21,994 MXN","1,666 NZD","58,986 PHP","1,540 SGD"
04 MAR 2019,"1,134 USD","126,910 JPY","1,135 CHF","0,858 GBP","25,621 CZK","7,462 DKK","315,840 HUF","4,299 PLN","4,741 RON","10,554 SEK","9,763 NOK","6,102 TRY","1,599 AUD","4,279 BRL","1,509 CAD","7,599 €","8,899 CNY","16.019,180 IDR","80,363 INR","1.276,680 KRW","21,937 MXN","1,666 NZD","58,726 PHP","1,536 SGD"
05 MAR 2019,"1,133 USD","126,800 JPY","1,134 CHF","0,864 GBP","25,623 CZK","7,461 DKK","315,610 HUF","4,302 PLN","4,749 RON","10,552 SEK","9,802 NOK","6,103 TRY","1,602 AUD","4,277 BRL","1,512 CAD","7,594 €","8,893 CNY","16.007,310 IDR","79,936 INR","1.276,610 KRW","21,856 MXN","1,668 NZD","59,325 PHP","1,536 SGD"
06 MAR 2019,"1,131 USD","126,400 JPY","1,136 CHF","0,860 GBP","25,592 CZK","7,461 DKK","315,510 HUF","4,300 PLN","4,746 RON","10,538 SEK","9,804 NOK","6,125 TRY","1,607 AUD","4,268 BRL","1,513 CAD","7,586 €","8,874 CNY","15.999,400 IDR","79,432 INR","1.275,050 KRW","21,800 MXN","1,668 NZD","59,083 PHP","1,535 SGD"
07 MAR 2019,"1,127 USD","125,970 JPY","1,136 CHF","0,859 GBP","25,610 CZK","7,461 DKK","315,360 HUF","4,299 PLN","4,742 RON","10,563 SEK","9,786 NOK","6,117 TRY","1,601 AUD","4,323 BRL","1,513 CAD","7,562 €","8,848 CNY","15.990,170 IDR","78,884 INR","1.273,150 KRW","21,824 MXN","1,663 NZD","58,923 PHP","1,531 SGD"
08 MAR 2019,"1,122 USD","124,720 JPY","1,132 CHF","0,859 GBP","25,641 CZK","7,460 DKK","315,950 HUF","4,300 PLN","4,745 RON","10,632 SEK","9,873 NOK","6,129 TRY","1,596 AUD","4,361 BRL","1,510 CAD","7,545 €","8,809 CNY","16.068,780 IDR","78,733 INR","1.275,600 KRW","21,960 MXN","1,653 NZD","58,706 PHP","1,526 SGD"
11 MAR 2019,"1,124 USD","124,910 JPY","1,135 CHF","0,862 GBP","25,656 CZK","7,461 DKK","315,840 HUF","4,299 PLN","4,749 RON","10,580 SEK","9,770 NOK","6,118 TRY","1,594 AUD","4,328 BRL","1,509 CAD","7,561 €","8,826 CNY","16.067,680 IDR","78,547 INR","1.275,280 KRW","21,844 MXN","1,649 NZD","58,751 PHP","1,528 SGD"
12 MAR 2019,"1,128 USD","125,270 JPY","1,137 CHF","0,861 GBP","25,667 CZK","7,460 DKK","315,350 HUF","4,299 PLN","4,759 RON","10,572 SEK","9,737 NOK","6,154 TRY","1,593 AUD","4,305 BRL","1,511 CAD","7,564 €","8,851 CNY","16.084,000 IDR","78,518 INR","1.273,880 KRW","21,768 MXN","1,644 NZD","59,633 PHP","1,529 SGD"
13 MAR 2019,"1,130 USD","125,890 JPY","1,137 CHF","0,859 GBP","25,668 CZK","7,460 DKK","314,600 HUF","4,299 PLN","4,774 RON","10,554 SEK","9,725 NOK","6,177 TRY","1,601 AUD","4,326 BRL","1,509 CAD","7,582 €","8,873 CNY","16.091,850 IDR","78,662 INR","1.279,120 KRW","21,821 MXN","1,654 NZD","59,572 PHP","1,533 SGD"
14 MAR 2019,"1,130 USD","126,090 JPY","1,135 CHF","0,852 GBP","25,668 CZK","7,462 DKK","314,430 HUF","4,303 PLN","4,765 RON","10,537 SEK","9,716 NOK","6,184 TRY","1,603 AUD","4,333 BRL","1,507 CAD","7,598 €","8,867 CNY","16.150,440 IDR","78,473 INR","1.283,620 KRW","21,882 MXN","1,659 NZD","59,601 PHP","1,533 SGD"
15 MAR 2019,"1,131 USD","126,160 JPY","1,136 CHF","0,854 GBP","25,668 CZK","7,463 DKK","314,350 HUF","4,305 PLN","4,757 RON","10,496 SEK","9,688 NOK","6,186 TRY","1,599 AUD","4,358 BRL","1,512 CAD","7,592 €","8,877 CNY","16.143,300 IDR","78,074 INR","1.284,650 KRW","21,783 MXN","1,653 NZD","59,491 PHP","1,531 SGD"
18 MAR 2019,"1,135 USD","126,540 JPY","1,136 CHF","0,857 GBP","25,616 CZK","7,462 DKK","314,380 HUF","4,298 PLN","4,754 RON","10,464 SEK","9,672 NOK","6,198 TRY","1,598 AUD","4,332 BRL","1,513 CAD","7,619 €","8,909 CNY","16.158,000 IDR","77,781 INR","1.284,660 KRW","21,748 MXN","1,654 NZD","59,809 PHP","1,534 SGD"
19 MAR 2019,"1,136 USD","126,590 JPY","1,135 CHF","0,855 GBP","25,604 CZK","7,462 DKK","313,220 HUF","4,288 PLN","4,759 RON","10,449 SEK","9,675 NOK","6,219 TRY","1,599 AUD","4,288 BRL","1,506 CAD","7,624 €","8,916 CNY","16.099,970 IDR","78,351 INR","1.283,150 KRW","21,579 MXN","1,654 NZD","60,029 PHP","1,534 SGD"
20 MAR 2019,"1,135 USD","126,630 JPY","1,134 CHF","0,863 GBP","25,646 CZK","7,462 DKK","313,290 HUF","4,283 PLN","4,762 RON","10,431 SEK","9,692 NOK","6,215 TRY","1,600 AUD","4,301 BRL","1,513 CAD","7,601 €","8,913 CNY","16.082,940 IDR","78,136 INR","1.281,960 KRW","21,517 MXN","1,657 NZD","60,042 PHP","1,534 SGD"
21 MAR 2019,"1,139 USD","125,920 JPY","1,131 CHF","0,867 GBP","25,648 CZK","7,463 DKK","314,570 HUF","4,281 PLN","4,757 RON","10,429 SEK","9,618 NOK","6,216 TRY","1,599 AUD","4,292 BRL","1,519 CAD","7,620 €","8,936 CNY","16.075,030 IDR","78,072 INR","1.285,360 KRW","21,428 MXN","1,652 NZD","59,890 PHP","1,535 SGD"
22 MAR 2019,"1,130 USD","124,600 JPY","1,124 CHF","0,859 GBP","25,727 CZK","7,462 DKK","316,230 HUF","4,291 PLN","4,751 RON","10,472 SEK","9,642 NOK","6,298 TRY","1,592 AUD","4,376 BRL","1,516 CAD","7,587 €","8,868 CNY","16.046,580 IDR","77,958 INR","1.282,810 KRW","21,445 MXN","1,643 NZD","59,337 PHP","1,527 SGD"
25 MAR 2019,"1,133 USD","124,650 JPY","1,124 CHF","0,856 GBP","25,759 CZK","7,465 DKK","316,840 HUF","4,295 PLN","4,755 RON","10,445 SEK","9,659 NOK","6,343 TRY","1,593 AUD","4,403 BRL","1,520 CAD","7,602 €","8,889 CNY","16.058,850 IDR","78,046 INR","1.283,070 KRW","21,604 MXN","1,641 NZD","59,411 PHP","1,529 SGD"
26 MAR 2019,"1,129 USD","124,720 JPY","1,122 CHF","0,853 GBP","25,769 CZK","7,465 DKK","316,100 HUF","4,293 PLN","4,758 RON","10,426 SEK","9,640 NOK","6,240 TRY","1,583 AUD","4,357 BRL","1,513 CAD","7,582 €","8,862 CNY","15.999,350 IDR","77,756 INR","1.280,910 KRW","21,509 MXN","1,635 NZD","59,404 PHP","1,525 SGD"
27 MAR 2019,"1,126 USD","124,420 JPY","1,120 CHF","0,851 GBP","25,797 CZK","7,466 DKK","319,970 HUF","4,294 PLN","4,763 RON","10,430 SEK","9,695 NOK","6,232 TRY","1,589 AUD","4,419 BRL","1,510 CAD","7,573 €","8,839 CNY","16.035,660 IDR","77,860 INR","1.281,000 KRW","21,689 MXN","1,657 NZD","59,418 PHP","1,526 SGD"
28 MAR 2019,"1,122 USD","124,160 JPY","1,119 CHF","0,856 GBP","25,786 CZK","7,466 DKK","319,860 HUF","4,295 PLN","4,759 RON","10,476 SEK","9,738 NOK","6,341 TRY","1,585 AUD","4,459 BRL","1,507 CAD","7,560 €","8,806 CNY","16.005,280 IDR","77,777 INR","1.277,910 KRW","21,784 MXN","1,651 NZD","59,303 PHP","1,523 SGD"
29 MAR 2019,"1,124 USD","124,450 JPY","1,118 CHF","0,858 GBP","25,802 CZK","7,465 DKK","321,050 HUF","4,301 PLN","4,761 RON","10,398 SEK","9,659 NOK","6,345 TRY","1,582 AUD","4,387 BRL","1,500 CAD","7,540 €","8,820 CNY","15.998,640 IDR","77,719 INR","1.276,460 KRW","21,691 MXN","1,650 NZD","59,075 PHP","1,521 SGD"
01 ABR 2019,"1,124 USD","124,680 JPY","1,118 CHF","0,857 GBP","25,791 CZK","7,464 DKK","321,040 HUF","4,299 PLN","4,763 RON","10,420 SEK","9,638 NOK","6,214 TRY","1,578 AUD","4,356 BRL","1,501 CAD","7,541 €","8,820 CNY","15.983,210 IDR","77,889 INR","1.275,240 KRW","21,644 MXN","1,646 NZD","58,972 PHP","1,521 SGD"
02 ABR 2019,"1,120 USD","124,730 JPY","1,120 CHF","0,860 GBP","25,753 CZK","7,465 DKK","321,680 HUF","4,295 PLN","4,762 RON","10,442 SEK","9,645 NOK","6,214 TRY","1,582 AUD","4,324 BRL","1,492 CAD","7,527 €","8,792 CNY","15.926,400 IDR","77,004 INR","1.272,750 KRW","21,397 MXN","1,654 NZD","58,706 PHP","1,518 SGD"
03 ABR 2019,"1,124 USD","125,300 JPY","1,121 CHF","0,854 GBP","25,724 CZK","7,464 DKK","320,050 HUF","4,293 PLN","4,756 RON","10,430 SEK","9,622 NOK","6,301 TRY","1,579 AUD","4,313 BRL","1,496 CAD","7,542 €","8,825 CNY","15.939,200 IDR","76,931 INR","1.275,350 KRW","21,520 MXN","1,655 NZD","58,608 PHP","1,521 SGD"
04 ABR 2019,"1,122 USD","125,010 JPY","1,121 CHF","0,854 GBP","25,693 CZK","7,464 DKK","319,810 HUF","4,289 PLN","4,750 RON","10,408 SEK","9,631 NOK","6,323 TRY","1,578 AUD","4,334 BRL","1,499 CAD","7,535 €","8,806 CNY","15.895,080 IDR","77,593 INR","1.276,070 KRW","21,547 MXN","1,660 NZD","58,637 PHP","1,519 SGD"
05 ABR 2019,"1,123 USD","125,440 JPY","1,124 CHF","0,859 GBP","25,613 CZK","7,465 DKK","320,750 HUF","4,290 PLN","4,751 RON","10,426 SEK","9,661 NOK","6,286 TRY","1,579 AUD","4,327 BRL","1,503 CAD","7,546 €","8,817 CNY","15.900,870 IDR","77,787 INR","1.277,640 KRW","21,498 MXN","1,666 NZD","58,537 PHP","1,522 SGD"
08 ABR 2019,"1,125 USD","125,360 JPY","1,125 CHF","0,862 GBP","25,634 CZK","7,465 DKK","321,540 HUF","4,289 PLN","4,751 RON","10,433 SEK","9,631 NOK","6,378 TRY","1,582 AUD","4,356 BRL","1,504 CAD","7,556 €","8,825 CNY","15.927,710 IDR","78,322 INR","1.288,110 KRW","21,439 MXN","1,669 NZD","58,633 PHP","1,524 SGD"
09 ABR 2019,"1,128 USD","125,510 JPY","1,127 CHF","0,863 GBP","25,618 CZK","7,465 DKK","321,500 HUF","4,287 PLN","4,761 RON","10,425 SEK","9,619 NOK","6,406 TRY","1,578 AUD","4,347 BRL","1,498 CAD","7,569 €","8,844 CNY","15.937,780 IDR","78,188 INR","1.284,960 KRW","21,348 MXN","1,672 NZD","58,682 PHP","1,526 SGD"
10 ABR 2019,"1,128 USD","125,380 JPY","1,128 CHF","0,861 GBP","25,608 CZK","7,465 DKK","321,840 HUF","4,283 PLN","4,761 RON","10,440 SEK","9,590 NOK","6,414 TRY","1,579 AUD","4,330 BRL","1,503 CAD","7,576 €","8,841 CNY","15.959,790 IDR","77,995 INR","1.283,090 KRW","21,278 MXN","1,670 NZD","58,543 PHP","1,526 SGD"
11 ABR 2019,"1,126 USD","125,300 JPY","1,130 CHF","0,862 GBP","25,606 CZK","7,465 DKK","321,710 HUF","4,283 PLN","4,759 RON","10,437 SEK","9,589 NOK","6,472 TRY","1,576 AUD","4,322 BRL","1,507 CAD","7,567 €","8,835 CNY","15.966,160 IDR","77,686 INR","1.285,170 KRW","21,283 MXN","1,671 NZD","58,506 PHP","1,525 SGD"
12 ABR 2019,"1,132 USD","126,760 JPY","1,133 CHF","0,863 GBP","25,623 CZK","7,464 DKK","321,900 HUF","4,280 PLN","4,760 RON","10,479 SEK","9,602 NOK","6,535 TRY","1,577 AUD","4,388 BRL","1,508 CAD","7,594 €","8,879 CNY","15.954,120 IDR","78,292 INR","1.283,000 KRW","21,236 MXN","1,675 NZD","58,553 PHP","1,532 SGD"
15 ABR 2019,"1,131 USD","126,660 JPY","1,135 CHF","0,863 GBP","25,625 CZK","7,464 DKK","320,250 HUF","4,274 PLN","4,762 RON","10,461 SEK","9,602 NOK","6,564 TRY","1,576 AUD","4,399 BRL","1,506 CAD","7,587 €","8,869 CNY","15.906,080 IDR","78,541 INR","1.281,370 KRW","21,250 MXN","1,673 NZD","58,476 PHP","1,530 SGD"
16 ABR 2019,"1,131 USD","126,590 JPY","1,137 CHF","0,864 GBP","25,663 CZK","7,464 DKK","319,780 HUF","4,274 PLN","4,762 RON","10,464 SEK","9,587 NOK","6,572 TRY","1,577 AUD","4,392 BRL","1,511 CAD","7,585 €","8,867 CNY","15.923,090 IDR","78,645 INR","1.283,170 KRW","21,355 MXN","1,671 NZD","58,517 PHP","1,530 SGD"
17 ABR 2019,"1,130 USD","126,510 JPY","1,140 CHF","0,866 GBP","25,657 CZK","7,465 DKK","319,690 HUF","4,273 PLN","4,763 RON","10,441 SEK","9,578 NOK","6,497 TRY","1,571 AUD","4,405 BRL","1,507 CAD","7,559 €","8,866 CNY","15.917,460 IDR","78,457 INR","1.280,650 KRW","21,281 MXN","1,678 NZD","58,381 PHP","1,529 SGD"
18 ABR 2019,"1,125 USD","125,860 JPY","1,138 CHF","0,865 GBP","25,682 CZK","7,466 DKK","320,090 HUF","4,279 PLN","4,762 RON","10,476 SEK","9,598 NOK","6,549 TRY","1,572 AUD","4,421 BRL","1,507 CAD","7,545 €","8,827 CNY","15.797,810 IDR","78,068 INR","1.278,950 KRW","21,230 MXN","1,682 NZD","58,147 PHP","1,525 SGD"
23 ABR 2019,"1,125 USD","125,820 JPY","1,147 CHF","0,865 GBP","25,743 CZK","7,466 DKK","320,850 HUF","4,286 PLN","4,761 RON","10,507 SEK","9,585 NOK","6,539 TRY","1,581 AUD","4,420 BRL","1,506 CAD","7,556 €","8,821 CNY","15.827,340 IDR","78,313 INR","1.284,260 KRW","21,236 MXN","1,689 NZD","58,541 PHP","1,526 SGD"
24 ABR 2019,"1,121 USD","125,340 JPY","1,142 CHF","0,865 GBP","25,729 CZK","7,467 DKK","321,000 HUF","4,290 PLN","4,756 RON","10,501 SEK","9,607 NOK","6,589 TRY","1,592 AUD","4,398 BRL","1,508 CAD","7,530 €","8,791 CNY","15.799,090 IDR","78,295 INR","1.290,230 KRW","21,262 MXN","1,692 NZD","58,491 PHP","1,524 SGD"
25 ABR 2019,"1,112 USD","124,450 JPY","1,137 CHF","0,864 GBP","25,737 CZK","7,466 DKK","322,410 HUF","4,295 PLN","4,759 RON","10,630 SEK","9,664 NOK","6,626 TRY","1,591 AUD","4,444 BRL","1,502 CAD","7,505 €","8,724 CNY","15.831,370 IDR","78,179 INR","1.293,770 KRW","21,300 MXN","1,688 NZD","58,156 PHP","1,519 SGD"
26 ABR 2019,"1,113 USD","124,450 JPY","1,137 CHF","0,863 GBP","25,705 CZK","7,465 DKK","322,110 HUF","4,288 PLN","4,760 RON","10,574 SEK","9,665 NOK","6,624 TRY","1,582 AUD","4,413 BRL","1,502 CAD","7,499 €","8,734 CNY","15.804,410 IDR","77,950 INR","1.292,460 KRW","21,221 MXN","1,674 NZD","58,074 PHP","1,518 SGD"
29 ABR 2019,"1,115 USD","124,640 JPY","1,138 CHF","0,863 GBP","25,682 CZK","7,465 DKK","322,640 HUF","4,294 PLN","4,752 RON","10,611 SEK","9,688 NOK","6,621 TRY","1,583 AUD","4,385 BRL","1,503 CAD","7,507 €","8,746 CNY","15.833,000 IDR","77,864 INR","1.294,000 KRW","21,127 MXN","1,673 NZD","58,114 PHP","1,519 SGD"
30 ABR 2019,"1,122 USD","124,930 JPY","1,144 CHF","0,862 GBP","25,659 CZK","7,465 DKK","322,970 HUF","4,287 PLN","4,760 RON","10,635 SEK","9,668 NOK","6,691 TRY","1,591 AUD","4,405 BRL","1,508 CAD","7,554 €","8,801 CNY","15.953,680 IDR","78,062 INR","1.308,010 KRW","21,283 MXN","1,681 NZD","58,125 PHP","1,526 SGD"
02 MAY 2019,"1,121 USD","125,010 JPY","1,142 CHF","0,859 GBP","25,648 CZK","7,466 DKK","324,000 HUF","4,280 PLN","4,758 RON","10,685 SEK","9,745 NOK","6,687 TRY","1,597 AUD","4,410 BRL","1,506 CAD","7,551 €","8,796 CNY","15.977,100 IDR","77,782 INR","1.304,150 KRW","21,247 MXN","1,692 NZD","58,023 PHP","1,526 SGD"
03 MAY 2019,"1,116 USD","124,400 JPY","1,138 CHF","0,858 GBP","25,712 CZK","7,466 DKK","323,380 HUF","4,285 PLN","4,755 RON","10,704 SEK","9,778 NOK","6,664 TRY","1,594 AUD","4,419 BRL","1,502 CAD","7,512 €","8,751 CNY","15.901,450 IDR","77,259 INR","1.305,080 KRW","21,338 MXN","1,686 NZD","57,860 PHP","1,521 SGD"
06 MAY 2019,"1,120 USD","124,130 JPY","1,140 CHF","0,855 GBP","25,715 CZK","7,466 DKK","323,430 HUF","4,283 PLN","4,756 RON","10,726 SEK","9,791 NOK","6,743 TRY","1,602 AUD","4,447 BRL","1,510 CAD","7,577 €","8,787 CNY","16.006,170 IDR","77,733 INR","1.311,180 KRW","21,324 MXN","1,694 NZD","58,187 PHP","1,527 SGD"
07 MAY 2019,"1,119 USD","123,730 JPY","1,142 CHF","0,856 GBP","25,731 CZK","7,466 DKK","324,300 HUF","4,286 PLN","4,758 RON","10,715 SEK","9,761 NOK","6,875 TRY","1,594 AUD","4,438 BRL","1,507 CAD","7,571 €","8,778 CNY","15.972,180 IDR","77,640 INR","1.309,830 KRW","21,269 MXN","1,696 NZD","58,108 PHP","1,524 SGD"
08 MAY 2019,"1,120 USD","123,310 JPY","1,141 CHF","0,861 GBP","25,727 CZK","7,466 DKK","324,180 HUF","4,291 PLN","4,760 RON","10,749 SEK","9,829 NOK","6,927 TRY","1,599 AUD","4,429 BRL","1,507 CAD","7,595 €","8,792 CNY","16.013,260 IDR","78,081 INR","1.313,490 KRW","21,371 MXN","1,699 NZD","58,437 PHP","1,526 SGD"
09 MAY 2019,"1,119 USD","122,910 JPY","1,139 CHF","0,861 GBP","25,718 CZK","7,466 DKK","323,330 HUF","4,293 PLN","4,762 RON","10,797 SEK","9,807 NOK","6,973 TRY","1,605 AUD","4,437 BRL","1,509 CAD","7,637 €","8,784 CNY","16.062,370 IDR","78,344 INR","1.324,180 KRW","21,441 MXN","1,702 NZD","58,477 PHP","1,527 SGD"
10 MAY 2019,"1,123 USD","123,250 JPY","1,138 CHF","0,863 GBP","25,732 CZK","7,466 DKK","323,520 HUF","4,296 PLN","4,760 RON","10,811 SEK","9,819 NOK","6,884 TRY","1,606 AUD","4,441 BRL","1,513 CAD","7,663 €","8,814 CNY","16.177,380 IDR","78,608 INR","1.325,320 KRW","21,559 MXN","1,703 NZD","58,722 PHP","1,531 SGD"
